App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Subject,Translated Body,Emotion,Device
Firefox Web Browser,iOS,989804926,2288860263,USA,10.6,2,2018-03-09,fjpoblam,Major gripes,"“Pocket”? Complete waste of resource. I already have news apps, don’t need suggestions, DON’T want to be tracked for suggestions! Period.

Firefox should in no way ever need Background App Refresh.

First time I tried to login to sync carefully constructed laptop bookmark structure, my valid login was rejected. No sync.

There is no Favorites bar for efficient quick access to frequent websites.

Many websites are slow to load.

There should be *instant* sync between “favorite” bookmarks and “Top Sites”. Again, USER efficiency.

If Firefox is indeed interested in privacy, then Duckduckgo should be the incoming default search engine—not Google.

All this, dealbreaker. For now. I’ll continue to dally with betas.",,,meh,
Firefox Web Browser,iOS,989804926,2285138745,Italy,10.6,3,2018-03-08,tux.67,Migliorato ma...,"Decisamente meglio ora, ma con alcuni piccoli difetti: spesso non salva usr/psw dei siti web e bisogna reinserirli ogni volta, non apre delle pagine che Chrome/Safari gestiscono senza problemi.",Improved but ...,"Definitely better now, but with some minor flaws: it often does not save usr / psw of websites and you have to reinsert them every time, does not open the pages that Chrome / Safari manage without problems.",,
Firefox Web Browser,iOS,989804926,2281084688,USA,10.6,1,2018-03-07,NM4096,Push notification ads,It sends you push notification advertisements for their useless Pocket service.,,,,
Firefox Web Browser,iOS,989804926,2281584895,USA,10.6,1,2018-03-07,ptricky86,Retarded,Worst browser ever. These retarded idiots made it so one website can make unlimited phone call requests. So now I’m on that site. I close the app and it keeps loading. Software is essentially unusable now and need to uninstall it. These developers need to get a brain. Never using it again.,,,angry,
Firefox Web Browser,iOS,989804926,2275410219,Japan,10.6,1,2018-03-06,(=･ェ･ﾒ=),困った,"IDやパスワードがブラウザー落とすたびに消えてしまう。
前はこんな事無かったのに。
AndroidユーザーだったのでSafari嫌いだから、頑張ってくださいね。",I was in trouble.,"ID and password disappear each time browser drops. Even though I did not have this before. I hate Safari because it was an Android user, so please do your best.",,
Firefox Web Browser,iOS,989804926,2277692020,USA,10.6,2,2018-03-06,aaby,i wanted to love this,"i was looking for a better alternative to safari and i’ve always heard how firefox is supposedly “the best” and well... it wasn’t. at all. nothing loaded on it, ever. websites would take foreverrrr and only half load no matter how many times i refreshed the page. i deleted it and went back to safari. will be trying google chrome next.",,,meh,
Firefox Web Browser,iOS,989804926,2277229945,Switzerland,10.6,1,2018-03-06,tnr03,Werbung wird NICHT Blockiert!,"Ich weiss gar nicht wieso diese App 4sterne erhalten hat, den Werbung wird NICHT Blockiert! Ich sehe auf jeder Webseite diese lästigen Werbungen!?!
Ich würde nichtmal 1 Stern geben , sondern 0 Sterne aber das geht leider nicht.
Sehr sehr schlechtes App. Auf keinen Fall runterladen...",Advertising is NOT blocked!,"I do not know why this app has received 4 stars, the advertising is NOT blocked! I see these annoying ads on every website!?! I would not even give 1 star, but 0 stars but unfortunately not. Very very bad app. In no case download ...",sad,
Firefox Web Browser,iOS,989804926,2271929822,USA,10.6,3,2018-03-05,Celsius_Dragon,Keyboard bug,There is a bug where you try to enter the search bar the keyboard disappears in seconds.,,,sad,
Firefox Web Browser,iOS,989804926,2272013514,Japan,10.6,4,2018-03-05,YUAKO,無能safariと比較して,とても良いです！,Compared to incompetent safari,very good!,,
Firefox Web Browser,iOS,989804926,2273140845,Russia,10.6,5,2018-03-05,M.igra,Нет звука на сайтах,"Уважаемый Мазила!У вас не включается звук на сайтах и делает это система.Так-же ,очень часто тормозит видео или не включается вообще,все это,делается для дескридитации браузера,хочу чтобы Вы это знали,потому что ,Ваш браузер является лучшим,на сегодняшний день из всех.С Уважением Пользователь,(Когда я включила звук и видео с приложения эпл то звук сразу фантастически включился)))...        Это мое новое письмо Вам,так-как в браузере кнопку отправить не дают просто...Ваш браузер в приватном режиме зпхаписывает и сохраняет историю!!!!А так-же,стал показывать рекламу на сайте мультиков,раньше такого беспредела не было,у Вас гугл управляет уже ВСЕМ????!!!!Не о какой независимости браузера речи быть не может,при таком соглашении и работе.(",No sound on sites,"Dear Mazil! You do not turn on the sound on the sites and make it a system. So, very often the video slows down or does not turn on at all, all this is done for the descriptivation of the browser, I want you to know this because your browser is the best, To date, from all. With respect to the user, (When I turned on the sound and video from the application, then the sound immediately went fantastically))) ... This is my new letter to you, so, as in the browser, the send button is not given simply ... Your browser in private mode zhhapisyvaet and saves the history !!!! And so, there was a show amb advertising online cartoons, before such mayhem was not, you have a Google already controls ALL ???? !!!! Not what kind of independence speech browser can not be, if such an agreement and work. (",,
Firefox Web Browser,iOS,989804926,2273227617,India,10.6,4,2018-03-05,Somshi,R U kiddin me,Its 2018 and r u kiddin me mate...i have to individualy delete the sites i have visited in my history...don’t have a single button to delete all of it in a single go...,,,sad,
Firefox Web Browser,iOS,989804926,2273761735,Japan,10.6,2,2018-03-05,コボロフ,えぇ…,自動入力など一部サービスがPCの様に使えない。,What?,Some services such as automatic input can not be used like a PC.,,
Firefox Web Browser,iOS,989804926,2268967540,Australia,10.6,2,2018-03-04,WardHoo,Was best but now too slow,Unclear why this once great tool has gradually become close to unusable due to the inordinate time it takes to load. It has become bloated with fancy but useless bits. Slow as snail on a marathon - best avoid it for now,,,sad,
Firefox Web Browser,iOS,989804926,2271409262,Japan,10.6,2,2018-03-04,nanopico-ymgt,ブックマーク,更新したらブックマークが全部消えてしまってとても困る…。,Bookmark,It is very troubling for all the bookmarks to disappear after updating ....,,
Firefox Web Browser,iOS,989804926,2271254939,Australia,10.6,5,2018-03-04,presque vu,Smooth,"Easy to use fast browser.

I don't understand the save or share to reader tab extension. I've never used it and use both desktop and mobile ff versions.",,,delighted,
Firefox Web Browser,iOS,989804926,2267196656,United Kingdom,10.6,2,2018-03-03,rbw54,Lost all my bookmarks,"Great mobile browser or it was until it lost all my bookmarks. Completely gone. Check on my phone - they’re all there, phew I think. Then I see my phone starting to sync... bookmarks then deleted on my phone too!",,,sad,
Firefox Web Browser,iOS,989804926,2267952304,Canada,10.6,3,2018-03-03,Mou Abdelhamid,Good app but still needs work,Can’t change the location of bookmarks from the app. Hope this can be fixed in future versions.,,,meh,
Firefox Web Browser,iOS,989804926,2260804806,USA,10.6,4,2018-03-02,Metapine,"Amazing, but just one thing.","Firefox works so well now, but I use iOS, meaning I can’t add themes to Firefox. I hope that in the next update they allow themes on iOS.",,,delighted,
Firefox Web Browser,iOS,989804926,2261185256,USA,10.6,1,2018-03-02,Rdzins,"Stupid pocket feeds on new tab, I deleted it.",Use something else that doesn’t try to push its propaganda on you.,,,angry,
Firefox Web Browser,iOS,989804926,2262770878,USA,10.6,1,2018-03-02,psnsux,That Ol’ White Elephant,"Firefox opens last page visited by default. Um, no thank you, trolls. And, “Pocket”, laugh out loud!",,,meh,
Firefox Web Browser,iOS,989804926,2262736656,China,10.6,5,2018-03-02,csnhzj,一键删除所有浏览记录,希望完善这个,One click to delete all browsing history,Hope to perfect this,,
Firefox Web Browser,iOS,989804926,2261804594,Russia,10.6,2,2018-03-02,NatalyаS,Исправьте не,Невозможно печатать в строке поиска. После нажатия каждой буквы пропадает клавиатура. Частенько стал вылетать при открытии дополнительной вкладки.,Correct not,"Can not print in the search bar. After pressing each letter, the keyboard disappears. Often began to fly out when opening an additional tab.",,
Firefox Web Browser,iOS,989804926,2263222970,Japan,10.6,1,2018-03-02,モノクマさん,ブックマークがすべて消えた,なぜかブックマークが消えていました,All the bookmarks disappeared.,Somehow the bookmark was gone,,
Firefox Web Browser,iOS,989804926,2263099279,USA,10.6,2,2018-03-02,Damnett,What,"If I have more than two tabs open, the bottom half of pages I’m viewing disappears, and I can’t refresh or reload the page to get it back. Stupid. Added, still happening, also, all of the links on the half loaded page will be dead. Refreshing won’t fix the problem, or make the links hot.",,,sad,
Firefox Web Browser,iOS,989804926,2263365657,France,10.6,1,2018-03-02,ledouf,Pas terrible,Vitesse d'ouverture de l'app trop lente par rapport a safari. Et pas d'icone de favoris !!! abusé de devoir d'abord ouvrir un menu pour y accéder. App désinstallée direct,Not terrible,Opening speed of the app too slow compared to safari. And no favorite icon !!! Abused to first open a menu to access it. Direct uninstalled app,,
Firefox Web Browser,iOS,989804926,2263725788,USA,10.6,2,2018-03-02,ოთო,App is very heavy for iphone,"As iphone user, I can say one thing, Firefox is very haavy for iphone! I have 6S, but app is too haavy! Safari is opening to fast, not only opening, it’s ligth as well. But, still I love firefox! using it on Debian Linux, MS windows and on iphone too!!",,,happy,
Firefox Web Browser,iOS,989804926,2263628713,USA,10.6,5,2018-03-02,mohamad hasan hamidein,tanx,tanx,,,,
Firefox Web Browser,iOS,989804926,2264308932,Taiwan,10.6,4,2018-03-02,Rand_Nsysu,Bookmark disappeared,Bookmark disappeared and then the sync does not work anymore.,,,,
Firefox Web Browser,iOS,989804926,2259285397,France,10.6,5,2018-03-01,owshutup,Satisfait,"Firefox > Safari, je vous laisse.",Satisfied,"Firefox&gt; Safari, I leave you.",,
Firefox Web Browser,iOS,989804926,2258652259,Denmark,10.6,5,2018-03-01,Civilizedk,Den bedste browser,Det fungerer bare perfekt! 👍,The best browser,It just works perfectly! 👍,,
Firefox Web Browser,iOS,989804926,2255760414,France,8.3,4,2018-02-28,Giyoomu,Verrouillage par code ?,Le verrouillage par code et Touch ID ne fonctionne pas alors que c'est dans les paramètres.,Lock by code?,Code lock and Touch ID do not work while in settings.,,
Firefox Web Browser,iOS,989804926,2256263962,Canada,10.6,2,2018-02-28,b.lesley,Not that good anymore,"I have always used Firefox as my primary browser. However, lately I have experienced that pages do not load or take a long time. It is not my device because it’s brand new and because I have no issues when I switch to a different browser.",,,sad,
Firefox Web Browser,iOS,989804926,2257222249,USA,10.6,1,2018-02-28,Hybrid_MI,Firefox throwing away customers,"Firefox has lost track, they support apples greed rather than usability of their app. They no longer support iOS 9 which has millions of users left stranded without their browser. Not A smart business move. They are doing a great injustice to their users. Please make older versions available for iOS 9.",,,sad,
Firefox Web Browser,iOS,989804926,2251890065,China,10.6,1,2018-02-27,嚃洬,开屏就是广告,首页一打开就是抽奖广告，真个是垃圾，叉叉按钮做的那么小关都关不了,Open screen is advertising,"The first page is a lottery lottery ads open, the real one is rubbish, fork button so little can do off",,
Firefox Web Browser,iOS,989804926,2251778388,Sweden,10.6,4,2018-02-27,olssonm,Great browser,"While it might not be the prettiest, it sure does it’s job as it’s supposed to.",,,,
Firefox Web Browser,iOS,989804926,2253864639,Germany,10.6,2,2018-02-27,Wezea,Sync funktioniert nicht mehr,Ich bin gerade im Urlaub und alle meine Bookmarks sind weg. Sehr ärgerlich.,Sync does not work anymore,I&#39;m on vacation right now and all my bookmarks are gone. Very annoying.,,
Firefox Web Browser,iOS,989804926,2252182597,Azerbaijan,10.6,5,2018-02-27,Anar!!,The best,Superdi👍,,,happy,
Firefox Web Browser,iOS,989804926,2248587248,Australia,10.6,3,2018-02-26,Barbalatte,iPhone X doesn’t sync,"I recently bought an iPhone X. After backing up and restoring from an iPhone 7, I can no longer sync my Bookmarks. Developers need to do something about this ASAP!",,,,
Firefox Web Browser,iOS,989804926,2249552833,USA,10.6,1,2018-02-26,Linkan0001,"Why does Firefox for iOS, keeps on crashing?","I am recalling, ever since I have updated Firefox web browser to version 10.0 my browser starts to crash once in a while, when browsing sites like Facebook and when closing multiple tabs. The problem got worse from 10.3 as the browser keeps on once or twice in a week. I am currently on version 10.6, the latest version of the web browser and my browser crashed 2 times yesterday. once while scrolling through Facebook and the other time while closing multiple tabs and the browser crashed once the day before yesterday as well, you can say I had multiple browser crashes this week. Today I had multiple crashes more than 5 time in a hour.

Please note : I am on the latest version of iOS.",,,angry,
Firefox Web Browser,iOS,989804926,2244127672,Japan,10.6,1,2018-02-25,麺王子,ブックマークが消えました,"アップデート後ブックマークが消えて

復元も出来ません

対策願います",Bookmark disappeared,Bookmarks disappear after update and can not be restored Countermeasure ___ ___ 0,,
Firefox Web Browser,iOS,989804926,2244785696,China,10.6,2,2018-02-25,Ballangus,It crashes all the time and lost all my tabs,It crashes all the time and lost all my tabs. The tabs weren’t in the history list as well. Very nice,,,sad,
Firefox Web Browser,iOS,989804926,2244468941,Japan,10.6,2,2018-02-25,Hemi450,メールアプリが勝手に起動,"使い勝手はいいんですが、Webメールで開きたいのに、勝手にメールアプリが起動するのがウザい！
環境設定にメールクライアントを設定出来ないようにする項目が無いので、追加して欲しいです。",Mail application starts without permission,"It&#39;s user-friendly, but I want to open it by web mail, but it&#39;s useless to launch a mail application without permission! Since there is no item that makes it impossible to set the mail client in the environment setting, I want you to add it.",,
Firefox Web Browser,iOS,989804926,2244603486,Russia,10.6,5,2018-02-25,speedgold,Батарея,"Как работает браузер мне нравиться, но в него вселился «демон» который грузит процессор, греется смартфон и вследствие чего жрет зарядку батареи. Ни один из конкурентных приложений такого варварства себе не позволяет. А так все отлично!",Battery,"How the browser works, I like it, but it was loaded with a &quot;demon&quot; that loads the processor, heats up the smartphone and, as a result, eats battery charging. None of the competitive applications of such barbarism does not allow itself. And so everything is fine!",,
Firefox Web Browser,iOS,989804926,2245971533,Germany,10.6,1,2018-02-25,nautbuero,Enttäuscht,"Viele positive Features der Windows Version sind nicht enthalten.
Leseliste nur einzelne URLs löschbar und nicht deaktivierbar.
Penetrante ‚meist besuchte Seiten‘ nicht ausblendbar.
Meist besuchte Seiten überblenden die eigenen Symbole.
Beim Screenshot wird die URL nicht mit eingeblendet.
Schade, Safari ist besser.",Disappointed,"Many positive features of the Windows version are not included. Reading list only individual URLs can be deleted and not deactivated. Penetrants, most visited pages&#39; can not be hidden. Most visited pages overlap their own symbols. The screenshot does not show the URL. Too bad, safari is better.",,
Firefox Web Browser,iOS,989804926,2247445457,USA,10.6,1,2018-02-25,Dhjysdjsjrbrhdhjdj,Pop Ups Uncontrolled,“Click okay to blah blah blah” is absolutely unacceptable in 2018. I feel like I’m buried in the early 2000s with pop-ups that require a hard close of the app. Unacceptable.,,,,
Firefox Web Browser,iOS,989804926,2240406317,USA,10.6,1,2018-02-24,bw1972,Upgraded on my PC and iPhone,"Upgraded on my PC and iPhone and followed all the fixes, still won’t work!  Don’t download !!!!!!!",,,sad,
Firefox Web Browser,iOS,989804926,2240706658,USA,10.6,1,2018-02-24,kauffman13,Pages won’t load properly anymore,"My app updated two days ago to the current version. Now webpages will not load unless I restart my phone. Even then, it will only load one page then gIve me 503 error codes. Highly annoying. I just take the webpages over to Safari. I’ve been a very loyal Firefox fan so far, but this is unacceptable. It is hindering my ability to access my classwork and business accounts.",,,angry,
Firefox Web Browser,iOS,989804926,2242232773,USA,10.6,1,2018-02-24,Asdfghjk14688457,Doesn’t save passwords,No matter what I do this app’s feature for saving passwords doesn’t work. I have a list of saved passwords in the settings but it never populates on the sites.,,,meh,
Firefox Web Browser,iOS,989804926,2242219035,Finland,10.6,4,2018-02-24,19las97,⭐️⭐️⭐️⭐️👍🏻,"Firefox has always been my go-to browser on PCs and still is.
This iOS Firefox is very good and I try to use it as my default browser on my phone as much as it’s possible.
It finally has the built-in tracking protection feature. 
It’s fast.

An idea for the developers:

Could you please add a similar shield-icon that is used on desktop Firefox and on Focus, to indicate when the tracking protection has blocked something on a website?",,,happy,
Firefox Web Browser,iOS,989804926,2243151003,China,10.6,3,2018-02-24,clannd041713,无法与pc端书签同步,请问手机版登陆账号后同步不了书签是为什么呢？每次同步都显示是2017.7.25日,Can not be synchronized with the pc bookmarks,Will the mobile version of the account can not be synchronized after the bookmark is why? Every time the sync shows 2017. 7.25 days,,
Firefox Web Browser,iOS,989804926,2243407599,France,10.6,5,2018-02-24,DISaam,Vive le renard !!!,Excellent navigateur super fluide !,Long live the fox !!!,Excellent super fluid navigator!,happy,
Firefox Web Browser,iOS,989804926,2243742487,Germany,10.6,1,2018-02-24,JFX-1,Warum lassen sich Lesezeichen nicht sortieren?,"Es ist lächerlich, dass man Lesezeichen nicht sortieren kann. Mann bekommt ne riesen Liste die einfach immer länger wierd.....",Why can not bookmarks be sorted?,It&#39;s ridiculous that you can not sort bookmarks. Man gets ne huge list just wierd longer .....,,
Firefox Web Browser,iOS,989804926,2242784107,Malaysia,10.6,4,2018-02-24,Alplese745,It wont auto fill logins for me,Everytime I have to key them in myself. *I have turned on “save logins”,,,happy,
Firefox Web Browser,iOS,989804926,2237479642,USA,10.6,1,2018-02-23,CardSharkPro,Terrible,"Reminds me of Navigator. Terrible, crashes constantly, and unlike the PC version next to impossible to block ads and other crap due to Apple's policies. The Android version allows Extensions. Totally hate it on iOS...very little customization possible.",,,angry,
Firefox Web Browser,iOS,989804926,2238724664,USA,10.6,5,2018-02-23,Bzh.Prime,Fast and clean (no dirty data collection like some for-profit vendors),"I used to use Chrome, Opera and Brave, but after Firefox released Firefox quantum I decided to give it a try, it’s so fast and has built in ad-blocking (it doesn’t block all ads, but definitely annoying ones and trackers). 

Besides it’s backed by Mozilla, a nonprofit aiming to make the internet open, free and fair. 

There are some tiny issues but nothing serious for day to day usage. 

Worth supporting!",,,meh,
Firefox Web Browser,iOS,989804926,2238217944,Czech Republic,10.6,2,2018-02-23,Martin Czech,Fast... but UI needs improvement... please!!,"*1* Mobile FF is great, but it really needs improve (synced) bookmarks management — eg. rename, reorder, delete — we need the same features as on desktop... NO SPECIAL MOBILE bookmarks. 

*2* Also open tabs managements is bad, eg. missing very basic functionality to reorder, EASY removing in Safari style, etc.

*3* Please! Support Apple iOS files in order to allow DOWNLOAD!

Then 5 stars :-) for sure...

And thanks for your works!",,,meh,
Firefox Web Browser,iOS,989804926,2239208466,USA,10.6,1,2018-02-23,Tim number 314,Works so much better on android,"The find in page function only works for words on the screen at the time!

Why does apple ruin everything i really want to love firefox, i really do. The fact that it is so inconsistent across platforms is why i cannot. The android version used to not even let you sort bookmarks into folders! They fixed that, but until the underlying inconsistency issues are solved, I can’t use firefox, not unless i am comfortable with wanting to throw my devices into a ravine every time i use them.",,,sad,
Firefox Web Browser,iOS,989804926,2239359639,China,10.6,4,2018-02-23,commanderL,WE NEED ADD-ONES!,"首先，一星给苹果，感谢苹果还没让火狐死透；二星给更新速度，比那啥记者还快；三星给界面，简洁漂亮；四星给速度，比那些国产臃肿的浏览器不知道高到哪里去了。至于为什么给四星，是因为
没 有 插 件！
我知道苹果对某些方面做了限制的条款，借此来增强自家Safari的竞争力
（然鹅我还是不想用，只是感觉不习惯）这样无疑是与火狐自由迅捷大相庭径、背道而驰的。因此感觉该平台的火狐浏览器因为包括插件的许多阉割而变得如同空壳一般（还要吐槽的是夜间模式，明明就是除了静态图片之外全部反色，导致有些本来是黑色背景的网站变成白色，杀鸡不成蚀把米）但是，我仍然相信贵公司能够解决这样问题，毕竟PC端的体验如此好，我用过后甚至别的浏览器连碰都不碰
总之，Firefox是一款优秀的浏览器系列，我希望各位程序猿们能够再接再厉，使该平台的体验能够达到Android平台甚至PC平台的程度",WE NEED ADD-ONES!,"First of all, a star to the apple, thanks to Apple has not let Firefox through; two stars to update faster than that journalists faster; Samsung to the interface, simple and beautiful; four-star to the speed, than those homemade bloated browser do not know the high Where have you been? As for why the four-star, because there is no plug-in! I know that Apple has made some restrictions on certain aspects to enhance their own competitiveness in Safari (I still do not want to use the goose, just do not feel used to) This is undoubtedly free and easy with Firefox farewell, run counter. So it feels like the platform&#39;s Firefox has become as shell-shaped as it does with many castration of plug-ins (it&#39;s night mode too, obviously all but the still image), causing some of the original black backgrounds to change However, I still believe that your company can solve such problems, after all, PC-side experience is so good, I use even after the browser even touch do not touch anyway, Firefox is a good Browser series, I hope you ape programmers can make persistent efforts so that the experience of the platform to achieve the Android platform or even the extent of the PC platform",,
Firefox Web Browser,iOS,989804926,2240069269,Germany,10.5,5,2018-02-23,Nonixne,"Gut, geht aber besser, Welten vor Safari","Sehr gut, geht besser, wird immer besser, Safari kann man wenn's geht löschen. Bei Firefox kann man FB Messenger benutzen, bei Safari soll man die Messenger App runterladen um FB Narichten zu lesen. Hat Apple das nicht mitbekommen? Wozu braucht man dann Safari?","Good, but better, worlds before safari","Very good, works better, gets better and better, you can delete Safari if you can. With Firefox you can use FB Messenger, on Safari you should download the messenger app to read FB Narichten. Did not Apple hear that? Why do you need Safari?",happy,
Firefox Web Browser,iOS,989804926,2240020531,France,10.6,3,2018-02-23,Hj342,Un dernier effort,"Rien à redire dans la fluidité et la fiabilité (fidèle à la verion PC).

Mais des améliorations afin de le rendre aussi complet que sa version PC (que le feu et regrettable navigateur web "" Mercury "" (d'iLegend Soft ou Lucy Ding, membre de ses développeurs) ont été en mesure de réaliser) seraient appréciables afin de le rendre optimal et ainsi le meilleur qu'il soit possible au sein de l'app store :

- la possibilité d'une barre de recherche distincte de la barre d'adresse ;
- la possibilité d'onglets en ligne comme sur la version PC au lieu de seulement les vignettes
- un gestionnaire de fichiers téléchargés avec également partage et transfert par wifi / FTP (une sorte de "" FileApp "" combiné)",A last effort,"No complaints in fluidity and reliability (true to the PC verion). But improvements to make it as complete as its PC version (that the fire and regrettable web browser &quot;Mercury&quot; (iLegend Soft or Lucy Ding, a member of its developers) were able to achieve) would be appreciated in order to make optimal and so the best it is possible within the app store: - the possibility of a search bar separate from the address bar; - the possibility of online tabs as on the PC version instead of just the thumbnails - a downloaded file manager with also sharing and transfer via wifi / FTP (a kind of &quot;FileApp&quot; combined)",happy,
Firefox Web Browser,iOS,989804926,2240205503,Spain,10.6,5,2018-02-23,Dimitri11g,Lo mejor de momento. Gracias Mozilla.),Pero lo q molesta en ambas versiones es Pocket integrado. Lo que querré usuario es web Browser limpio sin tonterías q tenemos q eliminar por separado. Pocket fuera¡ y resto divino ),The best at the moment. Thanks Mozilla.),But what bothers in both versions is Pocket integrated. What I want user is web Browser clean without nonsense that we have to eliminate separately. Pocket out and divine rest),,
Firefox Web Browser,iOS,989804926,2235139473,Saudi Arabia,10.6,5,2018-02-22,samajuma,Good,Good app,,,delighted,
Firefox Web Browser,iOS,989804926,2231537409,Finland,10.6,1,2018-02-21,Josper Knutas,Käyttökelvoton,"Toimii ok jonkin aikaa. Useampien välilehtien kanssa alkaa hetken päästä ”hajoamaan”. Sivut eivät lataudu loppuun, ruudun päivitys lagaa, ei ota vastaan linkkien klikkauksia, jne. Ikään kuin loppuisi puhti selaimesta hetken jälkeen.
Seuraava!",unusable,"Works ok for a while. With several tabs you start to &quot;break up&quot; for a while. The pages do not end up, the screen update lags, does not accept link clicks, etc. As long as it does run out of browser shortly after. Next!",,
Firefox Web Browser,iOS,989804926,2231705401,Italy,10.6,2,2018-02-21,timberlake_27,Buona da migliorare moltissimo,"Per chi come me usa intensivamente il browser Firefox questa app è consigliata perché ci permette di avere  tutto a portata di tap. Ovvio che però bisogna migliorarla davvero tanto.. ho notato diversi problemi: consumo eccessivo, rendering delle pagine davvero troppo lento e molto spesso con impuntamenti, impossibilità di decidere l’ordine delle schede aperte, scrolling delle schede e dei siti fin troppo scattoso, apertura lentissima e non c’è la possibilità di avere un adblock integrato o da integrare. Miglioratela .",Good to improve a lot,"For those who like me intensively use the Firefox browser this app is recommended because it allows us to have everything at your fingertips. Of course, but you have to improve it really .. I noticed several problems: excessive consumption, rendering pages really too slow and very often with jeopardizing, inability to decide the order of open tabs, scrolling tabs and sites too snappy, opening very slow and there is no possibility of having an integrated adblock or to be integrated. Improve it.",,
Firefox Web Browser,iOS,989804926,2229547441,Canada,10.6,1,2018-02-20,Scotsman in Calgary,No ad/tracking block on iOS 10.3.3-useless,"Can't install FF focus on 10.3.3. Had to try 'normal' Firefox. 
Pros: quite fast, despite ads and trackers loading.
Cons: ads & trackers loading means lots of data being chewed through and screen space crowded by junk. Quite fast but useless compared to 'Brave' browser for saving data on your plan. Back to Brave browser it is then...",,,sad,
