App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Subject,Translated Body,Emotion,Device
Firefox web browser,iOS,989804926,1679815417,Indonesia,5.3,5,2017-07-12,Rio Onasis,Firefox,Internet healty,,,,
Firefox web browser,iOS,989804926,1680701944,Italy,7.5,2,2017-07-13,timberlake_27,Peggiora,La uso ogni giorno ma sto vedendo che peggiora sempre di più. Rendetela più veloce e sopratutto più performante specie nella splitview o nella navigazione delle schede,Peggiora,I use it every day but I&#39;m seeing it getting worse more and more. Make it faster and above all more powerful especially in splitview or tab navigation,,
Firefox web browser,iOS,989804926,1681049439,Germany,7.5,2,2017-07-13,PukDieFliege,So viele Fehldarstellungen..,"Nachdem Mozilla ja genötigt ist ebenfalls WebKit zu verwenden ist es mir echt ein Rätsel, wie sie es hinbekommen so viele Fehldarstellungen und kaputte Skripte zu fabrizieren. Im Safari laufen die Webseiten an denen der Firefox scheitert immer problemlos...",So many misrepresentations ..,"After Mozilla is also forced to use WebKit it is really a mystery to me how they manage to fabricate so many misrepresentations and broken scripts. In the Safari, the web pages where the Firefox always failed ...",,
Firefox web browser,iOS,989804926,1681783571,Spain,7.5,1,2017-07-14,larfenix,Las imagenes,Nada que el navegador será muy bueno y todo lo que queráis pero cuando quiero guardar una foto en el carrete tengo que irme a Safari por que desde Firefox no se puede por mucho que apriete la pantalla.,The images,Nothing that the browser will be very good and everything you want but when I want to save a photo on the reel I have to go to Safari because from Firefox you can not by far squeeze the screen.,,
Firefox web browser,iOS,989804926,1681776480,Netherlands,7.5,5,2017-07-14,Lglpt,Beste browser,"Werkt op alle platformen, gegevens te synchroniseren, aandacht voor privacy en gebruiksgemak.",Beste Browser,"Works on all platforms, sync data, privacy attention and ease of use.",happy,
Firefox web browser,iOS,989804926,1682065845,Japan,7.5,1,2017-07-14,たけYABU,ん？,"勝手に初期化された。
最近のMozillaを象徴してるかのようだ。",N?,It was initialized arbitrarily. It seems that it symbolizes the recent Mozilla.,,
Firefox web browser,iOS,989804926,1682144909,China,7.5,5,2017-07-14,顺利升级,好用，但还是有个设置问题,好长时间没用了，比以前的版本好用多啦，非常喜欢，但是还有一个非常重大的bug。默认的设置，无法调用中文输入法，需要打开设置打开允许第三方键盘。真的不明白为什么不默认打开。,"Easy to use, but still have a setting problem","For a long time useless, than the previous version easy to use more, very much like, but there is a very important bug. The default setting can not be called by the Chinese input method, which requires the opening of the opening to allow the third party keyboard. Really do not understand why not open by default.",,
Firefox web browser,iOS,989804926,1682199960,Russia,7.5,1,2017-07-14,Mycop5,"Нетподдержки ios 7,8","Сделайте в ваших продуктах мин поддержу iOS 7
Не все хотят обновляться до последних версий","Нетподдержки ios 7,8",Do in your mines products support iOS 7 Not everyone wants to update to the latest versions,,
Firefox web browser,iOS,989804926,1682457931,Germany,7.5,2,2017-07-14,kommadreizehn,Fast but buggy when unstable.,"It's the fastest browser I tried so far, but when I came across a site it didn't like, it broke down in a loop. Over and over and over until I reinstalled the app. Maybe put in a failsafe so that it doesn't try to reload a site it already broke down over more than once.",,,sad,
Firefox web browser,iOS,989804926,1683276965,Russia,7.5,5,2017-07-15,ALEX228,OpenSource,It's a best browser for iOS. 10/10.,,,,
Firefox web browser,iOS,989804926,1683723234,Japan,7.5,4,2017-07-15,蛇巳。,操作性にやや難あり,"タブボタン等が一箇所に集約されている為、操作にやや疲れるのが難点ですが、読み込み速度は非常に速くまた非常に軽いですね。
この操作を何とかして欲しいです。",Somewhat difficulty in operability,"Since the tab buttons etc. are concentrated in one place, it is difficult to get a bit tired of the operation, but the reading speed is very fast and it is very light. I want you to do this operation somewhat.",,
Firefox web browser,iOS,989804926,1683686891,Brazil,7.5,5,2017-07-15,jairomolina,Funciona,Uma boa opção.,It works,A good option.,,
Firefox web browser,iOS,989804926,1684070908,Japan,7.5,4,2017-07-16,Rikson@Rapper,スタートページが設定できる,"主要なブラウザでスタートページが設定できるのはFirefoxしか見つからない。

ここ最近のスタートページを強制的に押し付けてくる風潮が好きじゃない。
とは言え、不満がないわけでは無い。

せっかくブックマーク同期してるのにモバイルとPCでフォルダが別れているのは謎。

デザインはMozillaっぽく、嫌いではない。",Start page can be set,"Only the Firefox can find the start page can be set with the main browser. I do not like the trend of forcing the latest start page here. However, it is not without complaint. It is a mystery that folders are separated by mobile and PC although we are synchronizing bookmarks with much effort. The design looks like Mozilla, I do not dislike it.",,
Firefox web browser,iOS,989804926,1684649184,France,7.5,2,2017-07-16,anzicain,Un plantage professionnel,"Très déçu car n'arrête pas de planter pendant la rédaction des messages, etc. Sur Facebook, une vraie plaie. Ils ont tué l'esprit Firefox ont lui dotant d'un plantage professionnel. À une revoir d'urgence!!!",A professional crash,"Very disappointed because do not stop to plant during the writing of the messages, etc. On Facebook, a real plague. They killed the Firefox mind have endowing him with a professional crash. At an emergency review !!!",,
Firefox web browser,iOS,989804926,1685018430,USA,7.5,3,2017-07-16,Casey stencil,Better on iPad,"I'd give the iPhone version 2.5 stars. I'd prefer actual tabs, but this is still better than Firefox Focus.on the iPad pro, it's probably 4 or 4.5 stars. That implementation is excellent and I wish they'd do the same on the 6+ (at least do it in landscape mode).

I'll probably stick to dolphin on my phone and this on my iPad.",,,meh,
Firefox web browser,iOS,989804926,1685092205,Spain,7.5,3,2017-07-16,Jozele^,Moved el icono de pestañas a la parte de abajo por favor!!,"Soy fan de firefox, pero la pestaña arriba me resulta muy incómoda.",Moved the tab icon to the bottom please !!,"I&#39;m a firefox fan, but the tab above is very uncomfortable for me.",happy,
Firefox web browser,iOS,989804926,1686643842,USA,7.5,5,2017-07-18,ccwiroll,<3,"Mozilla is an amazing nonprofit doing wonderful work - and this is the only open & honest browser that is quick, doesn't spy on you, and helps fight for net neutrality every time you crack it open. <3",,,happy,
Firefox web browser,iOS,989804926,1687374489,USA,7.5,3,2017-07-18,UPstrap,Lame on iPad,I have a new iPad Pro.  Sadly Firefox does not function well as the keyboard covers the area I'm typing in once I get way a few paragraphs down. They will sort it out I am sure but as of July 20th it's not happening.,,,sad,
Firefox web browser,iOS,989804926,1688149360,China,7.5,5,2017-07-19,叼着烟，看那故事！,好用,超级好用的浏览器,Easy to use,Super easy to use browser,,
Firefox web browser,iOS,989804926,1689112283,Germany,7.5,1,2017-07-19,Thom von dr Hamm,Lief schon besser,"Eingeschränkter Nutzungsbereich der OS Version - Add-ons werden nicht unterstützt.
Habe ich schon besser in Erinnerung.",Lief's better,Restricted use of the OS version - Add-ons are not supported. I already remember better.,,
Firefox web browser,iOS,989804926,1689594410,USA,7.5,3,2017-07-20,Rhzyak,Mostly keep it for syncing,"Doesn't really have anything special about it considering it HAS to use Apple's Webkit;  but not even a good UI... 
## The hamburger menu animation is pretty unnecessary, and that same menu holds just ONE item for a second page, that's pretty bad 
## The StartPage history tab should have a ""clear recent history"" button (similar to what I last remember from Android), pretty cumbersome to have history cleaning hidden under many menus 
## bookmarks saved here do not appear on Firefox desktop, but do appear when syncing to a new mobile device
## in general, doesn't even have much customization *ahemHamburgerMenuahem*",,,happy,
Firefox web browser,iOS,989804926,1689689789,USA,7.5,5,2017-07-20,Fbsucks74747,Mozilla is the best!,Can't go wrong with Firefox!,,,,
Firefox web browser,iOS,989804926,1690223569,Vietnam,7.5,3,2017-07-20,phuong ninh,Tốt,Một ứng dụng tốt,Good,A good app,,
Firefox web browser,iOS,989804926,1690516214,USA,7.5,4,2017-07-20,SaeedBgh,need work,"please make better
downloader,mini music&video player screen,improment ui,....features can be awesome for firefox
you are mozilla
thx for support",,,delighted,
Firefox web browser,iOS,989804926,1690479363,Japan,7.5,5,2017-07-20,Jack and Sam,最高！でも…,"Firefoxがiphoneでも使えて便利です！！
今回のアップデートのqrコード読み取り機能は愛用できます^_^
しかし…アドオンが使えないのは特に残念です…
せめて需要の高いアドオンを追加できるように、特にublock origin等は追加できるようにしてほしいです。
また、アドオンも使えないにしては容量が大きいです…
Androidの時も愛用していましたが、550mbを超えたことはなかったので正直驚いています、軽容量化と、ublock origin導入、検討お願いします。",The best! But ...,"Firefox can be used even on iphone and is useful! It is! I can favorably use the qr code reading function of this update ^ _ ^ But it is particularly disappointing that addons can not be used ... At the very least I would like you to be able to add ublock origin etc., especially so that you can add add - ons with high demand . Also, if you can not use add-ons as well, the capacity is large ... I used to patronize on Android, but I was honestly surprised because it never exceeded 550 mb, introduction of light capacity, introduction of ublock origin, consideration To do.",,
Firefox web browser,iOS,989804926,1690687209,USA,8.0,1,2017-07-20,Augustus 6498,Too many bugs,"Every time I try to get into the app, it kicks me out and restarts my tablet. What a cancerous app Firefox is",,,angry,
Firefox web browser,iOS,989804926,1690649999,USA,7.5,2,2017-07-20,Greenbacks and stacks,I wanted to like firefox,The app has frequent freezing problem i have multiple times a day.,,,angry,
Firefox web browser,iOS,989804926,1690593483,USA,8.0,5,2017-07-20,GreatSport,Love it!! A few requests...,"Please FF team:

1. Make night mode change to a dark UI. I can dim the screen brightness myself.

2. Add content blocking. I keep having to use Safari since FF cannot block content and some sites are almost unusable on mobile due to the number of ads. Plus, I don't like being followed around the web :(

3. Add mobile/desktop bookmark sync. Please, please, please make bookmarks I create on FF mobile sync to my desktop installs and vice versa. I keep having to use Google Chrome for this.

If you could add those features 2-3, I could switch 100% to FF as my mobile web browser!!

Wish list feature: Mobile extensions. Not sure if this is even possible, but even a small number of high-quality add-ons would be awesome!

❤️ you FF 😊",,,happy,
Firefox web browser,iOS,989804926,1690588802,USA,8.0,4,2017-07-20,Stepwild,Huh?,"The new night mode is ridiculous. It's like looking through a dark film that covers the entire screen. Makes it harder to read anything. FAIL. Otherwise, this browser is nice.",,,sad,
Firefox web browser,iOS,989804926,1690576746,USA,8.0,2,2017-07-20,MJH-!,Crashes after update,Latest update 8.0 crashing on both iPhone 7+ and iPod touch. Unusable. Please fix!,,,sad,
Firefox web browser,iOS,989804926,1690629368,Germany,8.0,5,2017-07-20,CenterV,Bester Browser!,"Mit Abstand der beste Browser abgesehen von Safari! 
❤️👍🏻",Bester Browser!,By far the best browser apart from Safari! ❤️👍🏻,delighted,
Firefox web browser,iOS,989804926,1690754020,United Kingdom,8.0,1,2017-07-20,Cobo04,Good but could be better,"Having used FF as my default browser on all my other kit was eager to get it on my iPhone. Yes it's good but...

What is the equivalent of about:config?

How do I show the menu (File, etc)?

Update doesn't work. Click on it and it sort of opens then crashes. So have deleted it and back to Safari until its fixed",,,sad,
Firefox web browser,iOS,989804926,1690603163,United Kingdom,8.0,1,2017-07-20,nepholits,Still broken,"Latest update takes ages to load, and there's no option to hide the new and unwanted ""Visit Again"" section. Guess it's back to Chrome then...",,,sad,
Firefox web browser,iOS,989804926,1690565934,France,8.0,5,2017-07-20,Ad5001,LE new navigateur iOS,"Utilisateur de Firefox pour ordinateur, j'ai décider d'essayer cette version mobile iOS (j'avais été un peu déçu par les performances) et j'ai été agréablement surpris par la vitesse du navigateur ainsi que sa fluidité de navigation.

Etant donné la législation Apple sur les Addons, je m'en passe tant bien que mal.

Malgré ce bémol, Firefox est désormais mon navigateur favoris pour iOS, loin devant Safari et Chrome.

Un effort louable de Mozilla pour cette application méritant le 5 étoiles !",The new iOS browser,"As a Firefox computer user, I decided to try this iOS mobile version (I had been a bit disappointed by the performance) and I was pleasantly surprised by the speed of the browser and its fluidity of navigation. Given the Apple legislation on the Addons, I do not do it well. Despite this flat, Firefox is now my favorite browser for iOS, far ahead of Safari and Chrome. A commendable effort from Mozilla for this application worthy of the 5 stars!",,
Firefox web browser,iOS,989804926,1690909392,Germany,8.0,1,2017-07-20,Harryhhtzcv,Funktioniert nach dem gestrigen Update nicht mehr,Funktioniert nach dem gestrigen Update nicht mehr,Does not work after yesterday&#39;s update,Does not work after yesterday&#39;s update,,
Firefox web browser,iOS,989804926,1690838268,Germany,8.0,1,2017-07-20,Whaletype,Läuft bei mir...,Seit dem Update auf 8.0 mit 10.3.3 nicht. Stürzt dauernd ab. Update dringend erwünscht.,Runs with me ...,Since the update to 8.0 with 10.3.3 not. Crashes constantly. Update urgently desired.,,
Firefox web browser,iOS,989804926,1690919227,United Kingdom,8.0,5,2017-07-20,G-man1971,Version 8 of Firefox made better. 🙂,"New release of Firefox version 8 makes this a better browser overall, great new features like QR code reader, night mode and new tab experience is what Firefox needed for a long time. Firefox is now right up there with the leading browsers in terms of competition and should be worth checking out. Best browser app available. 5 stars ⭐️⭐️⭐️⭐️⭐️",,,happy,
Firefox web browser,iOS,989804926,1690871848,United Kingdom,8.0,1,2017-07-20,nepholits,Still broken,"Latest update takes ages to load, over 15 seconds to load and display top sites. No option to hide the new and unwanted ""Visit Again"" section. Guess it's back to Chrome then...",,,sad,
Firefox web browser,iOS,989804926,1690879961,France,8.0,5,2017-07-20,Surfeurrapide,Enfin un navigateur libre et pas intrusif,"La dernière version est excellente et sur mon iPhone je n'utilise plus que Firefox

J'attendais depuis longtemps ce navigateur qui respecte ma vie privée et est efficace. C'est fait. Il bloque bien les pub et les cookies sur mon iPhone. Très fluide et bien conçu.
La synchronisation entre mes deux PC Windows 10 et mon iPhone 6S par Firefox est parfaite

À quand une version Tor?",Finally a free browser and not intrusive,The last version is excellent and on my iPhone I use only Firefox I have been waiting for this browser that respects my privacy and is effective. It is done. It blocks ads and cookies on my iPhone. Very fluid and well designed. The synchronization between my two PCs Windows 10 and my iPhone 6S by Firefox is perfect When a Tor version?,happy,
Firefox web browser,iOS,989804926,1690920131,Italy,7.5,1,2017-07-20,Leo Coombes,"Manca tutto, soprattutto la sicurezza",le password salvate si possono visualizzare senza master password...,"It lacks everything, especially security",Saved passwords can be displayed without a master password ...,,
Firefox web browser,iOS,989804926,1690988351,USA,8.0,2,2017-07-20,MJH-!,Crashes after update,Latest update 8.0 crashing when logging in to account to sync on both iPhone 7+ and iPod touch. Unusable. Please fix!,,,sad,
Firefox web browser,iOS,989804926,1690973553,USA,5.3,3,2017-07-20,CuriousMarc,Let down by user interface,"It's far, very far from being the superb browser as the desktop version. Being able to sync with your other Firefox browsers is the best feature. But using it is dreadful. The user interface is particularly bad. No menus are directly accessible. Takes four clicks to get to a bookmark. The same star icon might mean add to your favorites, or go to your bookmark menu, you don't know. It's far beyond Safari and most lesser browsers for usability. Which is a real shame, as it should not be hard to fix.",,,meh,
Firefox web browser,iOS,989804926,1690981656,Germany,8.0,3,2017-07-20,asti 1814,Update heute 20.07.17,"habe seit dem Update nicht mehr die Möglichkeit Bilder direkt zu kopieren oder zu speichern muss jetzt vorher herunterladen WARUM? 
wäre nett wenn Ihr das wieder ändern würdet!!! spart Zeit und Nerven...mal abgesehen von unnützen Datenverbrauch!!!",Update today 20.07.17,Since the update no longer have the possibility to directly copy or save images must now download WHY? Would be nice if your would change again! Saves time and nerves ... apart from useless data consumption!,,
Firefox web browser,iOS,989804926,1690954142,Germany,8.0,1,2017-07-20,freehusky,Letztes Update,"Seit dem letzten update startet firefox nicht mehr, kurz nach dem Start stürzt firefox komplett ab. Bitte um patch. War mit der alten Funktion immer zufrieden.",Last updated,"Since the last update, firefox no longer starts, just after the start, firefox crashes completely. Please patch. Was always satisfied with the old function.",,
Firefox web browser,iOS,989804926,1691008944,Japan,8.0,5,2017-07-20,七宮 怜,サードパーティーのキーボードが使えない,"サードパーティーのキーボードが使えないのは仕様でしょうか?
ちょっと困ってます。

iOS: 10.3.2
Device: iPhone 6s
使用を試みたIME: ATOK for iOS",I can not use a third party keyboard,Is it a specification that a third party keyboard can not be used? I am in trouble for a moment. IOS: 10.3.2 Device: iPhone 6s IME attempted to use: ATOK for iOS,,
Firefox web browser,iOS,989804926,1691108144,"Korea, Republic Of",8.0,5,2017-07-21,스름이,업뎃 좋아요,Qr코드 스캔도 되공 방문목록 썸넬도 작아져서 훨씬 깔끔,I like the update.,Qr code scan also re-visit list thumbnails are smaller and much neater,,
Firefox web browser,iOS,989804926,1691187856,USA,7.5,1,2017-07-21,GMBSEA,Wiped...,"For last update:
Adding a tab showing (read: EXPOSING) my last  visited sites is the most UNWANTED and potentially PRIVACY VIOLATING ""feature"" I'd ever want to have. 
Who the heck came up with this idiotic idea?...",,,meh,
Firefox web browser,iOS,989804926,1691139384,China,8.0,1,2017-07-21,李鹏asdfgh,奔溃,这么明显的bug不测试吗,Ben collapse,Is this obvious bug not testing?,,
Firefox web browser,iOS,989804926,1691631271,USA,8.0,1,2017-07-21,sanwetartd,very bad,soooooo     badddddddddddddddd,,,,
Firefox web browser,iOS,989804926,1691511493,Germany,8.0,1,2017-07-21,Jonvelle,Stürzt ab,"Nach neuestem iOS Update startet Firefox nicht mehr, bzw. Stürzt ab",Crashes,"According to the latest iOS update, Firefox no longer starts or crashes",,
Firefox web browser,iOS,989804926,1691444622,Germany,8.0,1,2017-07-21,Playboxking,Version 8.0,Seit dem Update läuft der Firefox auf meinem iPhone 5s unglaublich langsam. Ist somit (für mich) über Nacht unbenutzbar geworden.,Version 8.0,Since the update runs the Firefox on my iPhone 5s incredibly slow. So it has become (for me) over night unused.,,
Firefox web browser,iOS,989804926,1691534486,Australia,8.0,1,2017-07-21,Lawrence 4,0 star if possible,Recent upgrade is a total failure. I want my old landing page layout back. Also the performance is impacted.,,,sad,
Firefox web browser,iOS,989804926,1691462925,"Korea, Republic Of",8.0,5,2017-07-21,cjhfh,동기화는 잘 되네요.,"근데 즐겨찾기 이용이 좀 불편하게 돼있어요 
데스크탑-모바일 북마크를 굳이 분류해야되나 싶기도 하구 터치를 하나하나 해서 들어가야 되고, 다른 사이트 중에 즐겨찾기 이용하는 게 조금 번거롭네요. 
그외에는 쾌적한 것 같네요.",Synchronization works well.,"However, it is a little inconvenient to use bookmarks. Desktop - I want to classify my mobile bookmarks. I have to go through each touch one by one, and it is a little cumbersome to use bookmarks among other sites. It seems to be pleasant in others.",,
Firefox web browser,iOS,989804926,1691831025,USA,8.0,1,2017-07-21,Dogfolife69,This new version is extremely buggy,"It's crashed several times in the span of a couple minutes, even doing things like searching and copying addresses. Please fix asap!!!!",,,sad,
Firefox web browser,iOS,989804926,1691843658,China,8.0,1,2017-07-21,_Marshall__,完全无法用，闪退！！！搞啥的啊,"Smooth user experience.
Simple， light
但是分享功能太差了",,,,
Firefox web browser,iOS,989804926,1692025134,Netherlands,8.0,1,2017-07-21,jduisings,Keeps crashing,"App keeps crashing after startup. Then starts again, yet to crash again. Then repeat....
Please fix.",,,sad,
Firefox web browser,iOS,989804926,1690815050,Colombia,8.0,2,2017-07-20,CsChavarro,It crash :/,It keeps crashing unexpectedly. I don't know what causes it; it seem to be a problem while loading old tabs or syncing.,,,sad,
Firefox web browser,iOS,989804926,1691672921,Hong Kong,8.0,4,2017-07-21,alexandrehk,still the best,"Minus one star because of the poor upgrade experience (the newly upgraded app crashed at start, I had to uninstall and reinstall)",,,meh,
Firefox web browser,iOS,989804926,1690923489,Portugal,8.0,3,2017-07-20,Al3x4ndr3,Stopped working,"Stopped working after the last update.
Please fix this ASAP.
Thank you.",,,meh,
Firefox web browser,iOS,989804926,1692273360,Germany,8.0,1,2017-07-21,Waldi66,Absturz nach Update,Leider nach dem neuen Update von IOS kommt es nach kurzer Zeit zum Absturz 😣,Crash after update,Unfortunately after the new update of IOS it comes after a short time to crash 😣,,
Firefox web browser,iOS,989804926,1692240544,Germany,8.0,1,2017-07-21,mother of all nicks,V8 crashing,"apparently the last update of Jul 20 sends the browser crashing and thus rendering it entirely useless.

There used to be quality assurance..",,,sad,
Firefox web browser,iOS,989804926,1692118023,Japan,8.0,3,2017-07-21,S.Yuasa,いつから？,"画像が保存できなくなったので修正よろしく。
治らなかったらアンスト。",Since when?,"The image can not be saved, so please fix it. If it does not heal, Unst.",,
Firefox web browser,iOS,989804926,1692209890,United Kingdom,8.0,1,2017-07-21,Jobsagoodun,Not much privacy with this.,"No way to block adverts, or their tracking websites. No way to block cookies. No whitelist, or preferably, blacklist. No way to switch off JavaScript. I even had to opt-out of sending info to Mozilla. It should be opt-in !!

Not a lot of good, if I'm completely honest. Safari is bug-ridden trash, but it's still better than this.

I'm happy that Mozilla tried. But sadly, they didn't try very hard, as far as privacy and security goes.",,,meh,
Firefox web browser,iOS,989804926,1692119359,Canada,8.0,1,2017-07-21,Inavas.mian,This version keeps crashing. Can no longer use my fav browser,This version keeps crashing. Can no longer use my fav browser,,,meh,
Firefox web browser,iOS,989804926,1692411980,USA,8.0,1,2017-07-21,Tbro1,Crashing from new update,"Can't launch app, crashes constantly on 7+.",,,angry,
Firefox web browser,iOS,989804926,1692349076,USA,8.0,1,2017-07-21,mkjzna,Still?????,"Version 8 and there is still no quick way to pick a bookmark!!!  Syncing with a desktop causes the following just to open a new bookmark in the same tab:

1) press on address bar
2) Press on star
3) That ALWAYS shows the folder labeled ""Desktop Bookmarks"" so click on that AGAIN.
4) THEN, click on ""Bookmarks Toolbar"".  Thankfully I put all my bookmarks in folders off my toolbar.
5) Click on whatever folder I want for the bookmark I need ""News, Sports, etc...""
6) Click on the actual bookmark!

WOW, 6 steps just to change the web page!

Safari:

1) Click on bookmark icon then2 or 3
2) Maybe navigate to different folder
3) click bookmark",,,meh,
Firefox web browser,iOS,989804926,1692322247,USA,8.0,3,2017-07-21,Fahmi Abdallah,Night mode?,The iphone has a option to dim the phone period. How about a dark theme instead..it looks better than a dim mode.,,,happy,
Firefox web browser,iOS,989804926,1692413470,Germany,8.0,1,2017-07-21,Megawuff,Abstürze,"ich habe das selbe Problem wie Freehusky, seit dem Update ist ein vernünftiges Arbeiten mit dem Firefox aufgrund der häufigen Abstürzen einfach nicht mehr möglich…

Bitte schnellstmöglich beheben, da es bis jetzt zum Firefox eigentlich keine vernünftige Alternative gab…",Abstürze,"I have the same problem as Freehusky, since the update is a reasonable working with the Firefox because of the frequent crashes simply no longer possible ... Please fix as fast as possible, since until now, there was actually no real alternative to Firefox ...",,
Firefox web browser,iOS,989804926,1692406945,Russia,8.0,1,2017-07-21,KRKNV,Вылетает,На 6S вылетает сразу при запуске,Flies,At 6S crashes immediately at startup,,
Firefox web browser,iOS,989804926,1692431239,France,8.0,1,2017-07-21,LudoCAVOK,Last update... grosse cata!,"Ne faites surtout pas la dernière MAJ!
Plantage assuré...",Last update... grosse cata!,Do not do the last update! Plantage assured ...,,
Firefox web browser,iOS,989804926,1692429804,Mexico,8.0,4,2017-07-21,Ferzero,Genial navegador,Es muy buen navegador pero le hace falta el bloqueador de publicidad para que este más completo,great browser,It is a very good browser but you need the advertising blocker to make this more complete,,
